batch_item_no,candidate_id,question_id,difficulty,category,source_file,source_record_id,split,refusal_expected,is_hallucination,has_citation,response_time_ms,question,context,generated_answer,lawyerA_decision,lawyerA_comment,lawyerA_corrected_answer,lawyerA_reviewer_name,lawyerB_decision,lawyerB_comment,lawyerB_corrected_answer,lawyerB_reviewer_name,decision_pair,is_disagreement,final_bucket,final_answer_source,final_answer,include_in_training,unresolved_reason
11,35318279116b106f,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:82:tpl:1,train_pending_review,,,,,TBK m.82'e göre temel kural nedir?,"[Kaynak: TBK m.82] Başlık: D. Zamanaşımı / Sebepsiz zenginleşmeden doğan istem hakkı, hak sahibinin
geri isteme hakkı olduğunu öğrendiği tarihten başlayarak iki yılın ve her hâlde zenginleşmenin gerçekleştiği tarihten başlayarak on yılın geçmesiyle zamanaşımına uğrar. Zenginleşme, zenginleşenin bir alacak hakkı kazanması suretiyle gerçekleşmişse diğer taraf, istem hakkı zamanaşımına uğramış olsa bile, her zaman bu borcunu ifadan kaçınabilir. İKİNCİ BÖLÜM Borç İlişkisinin Hükümleri BİRİNCİ AYIRIM Borçların İfası A. Genel olarak","TBK m.82 metnine göre: ""geri isteme hakkı olduğunu öğrendiği tarihten başlayarak iki yılın ve her hâlde zenginleşmenin gerçekleştiği tarihten başlayarak on yılın geçmesiyle zamanaşımına uğrar."" [Kaynak: TBK m.82]",REVISE,,"TBK m.82 metnine göre: ""Sebepsiz zenginleşmeden doğan istem hakkı, hak sahibinin geri isteme hakkı olduğunu öğrendiği tarihten başlayarak iki yılın ve her hâlde zenginleşmenin gerçekleştiği tarihten başlayarak on yılın geçmesiyle zamanaşımına uğrar. Zenginleşme, zenginleşenin bir alacak hakkı kazanması suretiyle gerçekleşmişse diğer taraf, istem hakkı zamanaşımına uğramış olsa bile, her zaman bu borcunu ifadan kaçınabilir."" [Kaynak: TBK m.82]",,REVISE,,"TBK m.82 metnine göre: ""Sebepsiz zenginleşmeden doğan istem hakkı, hak sahibinin geri isteme hakkı olduğunu öğrendiği tarihten başlayarak iki yılın ve her hâlde zenginleşmenin gerçekleştiği tarihten başlayarak on yılın geçmesiyle zamanaşımına uğrar. Zenginleşme, zenginleşenin bir alacak hakkı kazanması suretiyle gerçekleşmişse diğer taraf, istem hakkı zamanaşımına uğramış olsa bile, her zaman bu borcunu ifadan kaçınabilir."" [Kaynak: TBK m.82]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"TBK m.82 metnine göre: ""Sebepsiz zenginleşmeden doğan istem hakkı, hak sahibinin geri isteme hakkı olduğunu öğrendiği tarihten başlayarak iki yılın ve her hâlde zenginleşmenin gerçekleştiği tarihten başlayarak on yılın geçmesiyle zamanaşımına uğrar. Zenginleşme, zenginleşenin bir alacak hakkı kazanması suretiyle gerçekleşmişse diğer taraf, istem hakkı zamanaşımına uğramış olsa bile, her zaman bu borcunu ifadan kaçınabilir."" [Kaynak: TBK m.82]",1,
12,354165a0ac5b22f2,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:14:tpl:4,train_pending_review,,,,,TBK m.14 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.14] Başlık: Yazılı şekilde yapılması öngörülen sözleşmelerde borç
altına girenlerin imzalarının bulunması zorunludur. Kanunda aksi öngörülmedikçe, imzalı bir mektup, asılları borç altına girenlerce imzalanmış telgraf, teyit edilmiş olmaları kaydıyla faks veya buna benzer iletişim araçları ya da güvenli elektronik imza ile gönderilip saklanabilen metinler de yazılı şekil yerine geçer. c. İmza","Doğrudan metin dayanağı: ""altına girenlerin imzalarının bulunması zorunludur. Kanunda aksi öngörülmedikçe, imzalı bir mektup, asılları borç altına girenlerce imzalanmış telgraf, teyit edilmiş olmaları kaydıyla faks veya buna benzer iletişim araçları ya da güvenli elektronik imza ile gönderilip saklanabilen metinler de yazılı şekil yerine geçer."" [Kaynak: TBK m.14]",REVISE,,"Doğrudan metin dayanağı: ""Yazılı şekilde yapılması öngörülen sözleşmelerde borç altına girenlerin imzalarının bulunması zorunludur. Kanunda aksi öngörülmedikçe, imzalı bir mektup, asılları borç altına girenlerce imzalanmış telgraf, teyit edilmiş olmaları kaydıyla faks veya buna benzer iletişim araçları ya da güvenli elektronik imza ile gönderilip saklanabilen metinler de yazılı şekil yerine geçer."" [Kaynak: TBK m.14]",,REVISE,,"Doğrudan metin dayanağı: ""Yazılı şekilde yapılması öngörülen sözleşmelerde borç altına girenlerin imzalarının bulunması zorunludur. Kanunda aksi öngörülmedikçe, imzalı bir mektup, asılları borç altına girenlerce imzalanmış telgraf, teyit edilmiş olmaları kaydıyla faks veya buna benzer iletişim araçları ya da güvenli elektronik imza ile gönderilip saklanabilen metinler de yazılı şekil yerine geçer."" [Kaynak: TBK m.14]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"Doğrudan metin dayanağı: ""Yazılı şekilde yapılması öngörülen sözleşmelerde borç altına girenlerin imzalarının bulunması zorunludur. Kanunda aksi öngörülmedikçe, imzalı bir mektup, asılları borç altına girenlerce imzalanmış telgraf, teyit edilmiş olmaları kaydıyla faks veya buna benzer iletişim araçları ya da güvenli elektronik imza ile gönderilip saklanabilen metinler de yazılı şekil yerine geçer."" [Kaynak: TBK m.14]",1,
13,359698fea4a08225,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:426:tpl:4,train_pending_review,,,,,TBK m.426 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.426] Başlık: VII. Hizmet belgesi / İşveren, işçinin isteği üzerine her zaman, işin türünü
ve süresini içeren bir hizmet belgesi vermekle yükümlüdür. İşçinin açıkça istemde bulunması hâlinde, hizmet belgesinde onun işgörmedeki becerisi ile tutum ve davranışları da belirtilir. Hizmet belgesinin zamanında verilmemesinden veya belgede doğru olmayan bilgiler bulunmasından zarar gören işçi veya işçiyi işe alan yeni işveren, eski işverenden tazminat isteyebilir.","Doğrudan metin dayanağı: ""ve süresini içeren bir hizmet belgesi vermekle yükümlüdür. İşçinin açıkça istemde bulunması hâlinde, hizmet belgesinde onun işgörmedeki becerisi ile tutum ve davranışları da belirtilir."" [Kaynak: TBK m.426]",REVISE,,"Doğrudan metin dayanağı: ""İşveren, işçinin isteği üzerine her zaman, işin türünü ve süresini içeren bir hizmet belgesi vermekle yükümlüdür. İşçinin açıkça istemde bulunması hâlinde, hizmet belgesinde onun işgörmedeki becerisi ile tutum ve davranışları da belirtilir. Hizmet belgesinin zamanında verilmemesinden veya belgede doğru olmayan bilgiler bulunmasından zarar gören işçi veya işçiyi işe alan yeni işveren, eski işverenden tazminat isteyebilir."" [Kaynak: TBK m.426]",,REVISE,,"Doğrudan metin dayanağı: ""İşveren, işçinin isteği üzerine her zaman, işin türünü ve süresini içeren bir hizmet belgesi vermekle yükümlüdür. İşçinin açıkça istemde bulunması hâlinde, hizmet belgesinde onun işgörmedeki becerisi ile tutum ve davranışları da belirtilir. Hizmet belgesinin zamanında verilmemesinden veya belgede doğru olmayan bilgiler bulunmasından zarar gören işçi veya işçiyi işe alan yeni işveren, eski işverenden tazminat isteyebilir."" [Kaynak: TBK m.426]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"Doğrudan metin dayanağı: ""İşveren, işçinin isteği üzerine her zaman, işin türünü ve süresini içeren bir hizmet belgesi vermekle yükümlüdür. İşçinin açıkça istemde bulunması hâlinde, hizmet belgesinde onun işgörmedeki becerisi ile tutum ve davranışları da belirtilir. Hizmet belgesinin zamanında verilmemesinden veya belgede doğru olmayan bilgiler bulunmasından zarar gören işçi veya işçiyi işe alan yeni işveren, eski işverenden tazminat isteyebilir."" [Kaynak: TBK m.426]",1,
14,35a6ea46a3ec88d3,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:51:tpl:3,train_pending_review,,,,,TBK m.51 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.51] Başlık: 1. Belirlenmesi / Hâkim, tazminatın kapsamını ve ödenme biçimini, durumun
gereğini ve özellikle kusurun ağırlığını göz önüne alarak belirler. Tazminatın irat biçiminde ödenmesine hükmedilirse, borçlu güvence göstermekle yükümlüdür.","Özet: ""gereğini ve özellikle kusurun ağırlığını göz önüne alarak belirler. Tazminatın irat biçiminde ödenmesine hükmedilirse, borçlu güvence göstermekle yükümlüdür."" [Kaynak: TBK m.51]",REVISE,,"Özet: ""Hâkim, tazminatın kapsamını ve ödenme biçimini, durumun gereğini ve özellikle kusurun ağırlığını göz önüne alarak belirler. Tazminatın irat biçiminde ödenmesine hükmedilirse, borçlu güvence göstermekle yükümlüdür."" [Kaynak: TBK m.51]",,REVISE,,"Özet: Hâkim, tazminatın kapsamını ve ödenme biçimini, durumun gereğini ve özellikle kusurun ağırlığını göz önüne alarak belirler. Tazminatın irat biçiminde ödenmesine hükmedilirse, borçlu güvence göstermekle yükümlüdür. [Kaynak: TBK m.51]",,REVISE+REVISE,0,revised_needed,lawyerA_corrected_tiebreak,"Özet: ""Hâkim, tazminatın kapsamını ve ödenme biçimini, durumun gereğini ve özellikle kusurun ağırlığını göz önüne alarak belirler. Tazminatın irat biçiminde ödenmesine hükmedilirse, borçlu güvence göstermekle yükümlüdür."" [Kaynak: TBK m.51]",1,
15,35b215efe76940da,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:375:tpl:4,train_pending_review,,,,,TBK m.375 metninden doğrudan dayanakla cevap ver: bu maddede hangi ilke yazılıdır?,"[Kaynak: TBK m.375] Başlık: 4. Saman, gübre ve / Kiralananı geri veren kiracı, düzenli bir işletmenin
gerektirdiği oranda, son yılın samanlarını, hayvan yataklarını, kuru ot ve gübrelerini kiralananda bırakmakla yükümlüdür. Kiracı, almış olduğundan daha fazlasını bırakıyorsa, bıraktığı fazlalık için tazminat isteme hakkına sahiptir; aldığından daha az bırakıyorsa, eksikleri tamamlamak veya değer eksikliğini gidermekle yükümlüdür. H. Hayvan kirası","Doğrudan metin dayanağı: ""gerektirdiği oranda, son yılın samanlarını, hayvan yataklarını, kuru ot ve gübrelerini kiralananda bırakmakla yükümlüdür."" [Kaynak: TBK m.375]",REVISE,,"Doğrudan metin dayanağı: ""Kiralananı geri veren kiracı, düzenli bir işletmenin gerektirdiği oranda, son yılın samanlarını, hayvan yataklarını, kuru ot ve gübrelerini kiralananda bırakmakla yükümlüdür. Kiracı, almış olduğundan daha fazlasını bırakıyorsa, bıraktığı fazlalık için tazminat isteme hakkına sahiptir; aldığından daha az bırakıyorsa, eksikleri tamamlamak veya değer eksikliğini gidermekle yükümlüdür."" [Kaynak: TBK m.375]",,REVISE,,"Doğrudan metin dayanağı: ""Kiralananı geri veren kiracı, düzenli bir işletmenin gerektirdiği oranda, son yılın samanlarını, hayvan yataklarını, kuru ot ve gübrelerini kiralananda bırakmakla yükümlüdür. Kiracı, almış olduğundan daha fazlasını bırakıyorsa, bıraktığı fazlalık için tazminat isteme hakkına sahiptir; aldığından daha az bırakıyorsa, eksikleri tamamlamak veya değer eksikliğini gidermekle yükümlüdür."" [Kaynak: TBK m.375]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"Doğrudan metin dayanağı: ""Kiralananı geri veren kiracı, düzenli bir işletmenin gerektirdiği oranda, son yılın samanlarını, hayvan yataklarını, kuru ot ve gübrelerini kiralananda bırakmakla yükümlüdür. Kiracı, almış olduğundan daha fazlasını bırakıyorsa, bıraktığı fazlalık için tazminat isteme hakkına sahiptir; aldığından daha az bırakıyorsa, eksikleri tamamlamak veya değer eksikliğini gidermekle yükümlüdür."" [Kaynak: TBK m.375]",1,
16,35c3d6ca9125539b,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:224:tpl:1,train_pending_review,,,,,TBK m.224'e göre temel kural nedir?,"[Kaynak: TBK m.224] Başlık: Hayvan satışında satıcının sorumlu olacağı süre
yazılı olarak belirlenmemiş ve ayıp da hayvanın gebeliğine ilişkin değilse satıcı, ancak ayıbın devrin yapıldığı veya alıcının devralmada temerrüdünün gerçekleştiği günden başlayarak dokuz gün içinde kendisine bildirilmesi ve ayrıca, hayvanın bilirkişilerce gözden geçirilmesinin aynı süre içinde yetkili makamdan istenmesi hâlinde sorumlu olur.","TBK m.224 metnine göre: ""yazılı olarak belirlenmemiş ve ayıp da hayvanın gebeliğine ilişkin değilse satıcı, ancak ayıbın devrin yapıldığı veya alıcının devralmada temerrüdünün gerçekleştiği günden başlayarak dokuz gün içinde kendisine bildirilmesi ve ayrıca, hayvanın bilirkişilerce gözden geçirilmesinin aynı süre içinde yetkili makamdan istenmesi hâlinde sorumlu olur."" [Kaynak: TBK m.224]",REVISE,,"TBK m.224 metnine göre: ""Hayvan satışında satıcının sorumlu olacağı süre yazılı olarak belirlenmemiş ve ayıp da hayvanın gebeliğine ilişkin değilse satıcı, ancak ayıbın devrin yapıldığı veya alıcının devralmada temerrüdünün gerçekleştiği günden başlayarak dokuz gün içinde kendisine bildirilmesi ve ayrıca, hayvanın bilirkişilerce gözden geçirilmesinin aynı süre içinde yetkili makamdan istenmesi hâlinde sorumlu olur."" [Kaynak: TBK m.224]",,REVISE,,"TBK m.224 metnine göre: ""Hayvan satışında satıcının sorumlu olacağı süre yazılı olarak belirlenmemiş ve ayıp da hayvanın gebeliğine ilişkin değilse satıcı, ancak ayıbın devrin yapıldığı veya alıcının devralmada temerrüdünün gerçekleştiği günden başlayarak dokuz gün içinde kendisine bildirilmesi ve ayrıca, hayvanın bilirkişilerce gözden geçirilmesinin aynı süre içinde yetkili makamdan istenmesi hâlinde sorumlu olur."" [Kaynak: TBK m.224]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"TBK m.224 metnine göre: ""Hayvan satışında satıcının sorumlu olacağı süre yazılı olarak belirlenmemiş ve ayıp da hayvanın gebeliğine ilişkin değilse satıcı, ancak ayıbın devrin yapıldığı veya alıcının devralmada temerrüdünün gerçekleştiği günden başlayarak dokuz gün içinde kendisine bildirilmesi ve ayrıca, hayvanın bilirkişilerce gözden geçirilmesinin aynı süre içinde yetkili makamdan istenmesi hâlinde sorumlu olur."" [Kaynak: TBK m.224]",1,
17,35da62d8a70fb800,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:118:tpl:1,train_pending_review,,,,,TBK m.118'e göre temel kural nedir?,"[Kaynak: TBK m.118] Başlık: 1. Genel olarak / Temerrüde düşen borçlu, temerrüde düşmekte kusuru
olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür. b. Beklenmedik hâlden sorumluluk","TBK m.118 metnine göre: ""olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür."" [Kaynak: TBK m.118]",REVISE,,"TBK m.118 metnine göre: ""Temerrüde düşen borçlu, temerrüde düşmekte kusuru olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür."" [Kaynak: TBK m.118]",,REVISE,,"TBK m.118 metnine göre: ""Temerrüde düşen borçlu, temerrüde düşmekte kusuru olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür."" [Kaynak: TBK m.118]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"TBK m.118 metnine göre: ""Temerrüde düşen borçlu, temerrüde düşmekte kusuru olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür."" [Kaynak: TBK m.118]",1,
18,35ef9235fd2ad874,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:118:tpl:3,train_pending_review,,,,,TBK m.118 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.118] Başlık: 1. Genel olarak / Temerrüde düşen borçlu, temerrüde düşmekte kusuru
olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür. b. Beklenmedik hâlden sorumluluk","Özet: ""olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür."" [Kaynak: TBK m.118]",REVISE,,"Özet: ""Temerrüde düşen borçlu, temerrüde düşmekte kusuru olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür."" [Kaynak: TBK m.118]",,REVISE,,"Özet: Temerrüde düşen borçlu, temerrüde düşmekte kusuru olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür. [Kaynak: TBK m.118]",,REVISE+REVISE,0,revised_needed,lawyerA_corrected_tiebreak,"Özet: ""Temerrüde düşen borçlu, temerrüde düşmekte kusuru olmadığını ispat etmedikçe, borcun geç ifasından dolayı alacaklının uğradığı zararı gidermekle yükümlüdür."" [Kaynak: TBK m.118]",1,
19,36796817b1d2d97a,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:210:tpl:1,train_pending_review,,,,,TBK m.210'e göre temel kural nedir?,"[Kaynak: TBK m.210] Başlık: 1. Kural / Satıcı, satılanın mülkiyetini geçirmek amacıyla,
zilyetliğini alıcıya devretmekle yükümlüdür.","TBK m.210 metnine göre: ""zilyetliğini alıcıya devretmekle yükümlüdür."" [Kaynak: TBK m.210]",REVISE,,"TBK m.210 metnine göre: ""Satıcı, satılanın mülkiyetini geçirmek amacıyla, zilyetliğini alıcıya devretmekle yükümlüdür."" [Kaynak: TBK m.210]",,REVISE,,"TBK m.210 metnine göre: ""Satıcı, satılanın mülkiyetini geçirmek amacıyla, zilyetliğini alıcıya devretmekle yükümlüdür."" [Kaynak: TBK m.210]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"TBK m.210 metnine göre: ""Satıcı, satılanın mülkiyetini geçirmek amacıyla, zilyetliğini alıcıya devretmekle yükümlüdür."" [Kaynak: TBK m.210]",1,
20,368d9324f3906aba,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:60:tpl:1,train_pending_review,,,,,TBK m.60'e göre temel kural nedir?,"[Kaynak: TBK m.60] Başlık: 1. Sebeplerin yarışması / Bir
kişinin sorumluluğu, birden çok sebebe dayandırılabiliyorsa hâkim, zarar gören aksini istemiş olmadıkça veya kanunda aksi öngörülmedikçe, zarar görene en iyi giderim imkânı sağlayan sorumluluk sebebine göre karar verir.","TBK m.60 metnine göre: ""kişinin sorumluluğu, birden çok sebebe dayandırılabiliyorsa hâkim, zarar gören aksini istemiş olmadıkça veya kanunda aksi öngörülmedikçe, zarar görene en iyi giderim imkânı sağlayan sorumluluk sebebine göre karar verir."" [Kaynak: TBK m.60]",REVISE,,"TBK m.60 metnine göre: ""Bir kişinin sorumluluğu, birden çok sebebe dayandırılabiliyorsa hâkim, zarar gören aksini istemiş olmadıkça veya kanunda aksi öngörülmedikçe, zarar görene en iyi giderim imkânı sağlayan sorumluluk sebebine göre karar verir."" [Kaynak: TBK m.60]",,REVISE,,"TBK m.60 metnine göre: ""Bir kişinin sorumluluğu, birden çok sebebe dayandırılabiliyorsa hâkim, zarar gören aksini istemiş olmadıkça veya kanunda aksi öngörülmedikçe, zarar görene en iyi giderim imkânı sağlayan sorumluluk sebebine göre karar verir."" [Kaynak: TBK m.60]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"TBK m.60 metnine göre: ""Bir kişinin sorumluluğu, birden çok sebebe dayandırılabiliyorsa hâkim, zarar gören aksini istemiş olmadıkça veya kanunda aksi öngörülmedikçe, zarar görene en iyi giderim imkânı sağlayan sorumluluk sebebine göre karar verir."" [Kaynak: TBK m.60]",1,
21,36994a8c46eed1c2,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:172:tpl:3,train_pending_review,,,,,TBK m.172 kapsamında düzenlenen hususu tek paragrafta özetler misin?,"[Kaynak: TBK m.172] Başlık: III. Koşul / Borcun konusunu oluşturan şey, koşulun
gerçekleşmesinden önce kendisine verilen alacaklı, koşul gerçekleşirse, koşulun gerçekleşmesine kadar elde ettiği yararların sahibi olur. Koşul gerçekleşmezse alacaklı, elde ettiği yararları geri vermekle yükümlüdür.","Özet: ""gerçekleşmesinden önce kendisine verilen alacaklı, koşul gerçekleşirse, koşulun gerçekleşmesine kadar elde ettiği yararların sahibi olur."" [Kaynak: TBK m.172]",REVISE,,"Özet: ""Borcun konusunu oluşturan şey, koşulun gerçekleşmesinden önce kendisine verilen alacaklı, koşul gerçekleşirse, koşulun gerçekleşmesine kadar elde ettiği yararların sahibi olur. Koşul gerçekleşmezse alacaklı, elde ettiği yararları geri vermekle yükümlüdür."" [Kaynak: TBK m.172]",,REVISE,,"Özet: Borcun konusunu oluşturan şey, koşulun gerçekleşmesinden önce kendisine verilen alacaklı, koşul gerçekleşirse, koşulun gerçekleşmesine kadar elde ettiği yararların sahibi olur. Koşul gerçekleşmezse alacaklı, elde ettiği yararları geri vermekle yükümlüdür. [Kaynak: TBK m.172]",,REVISE+REVISE,0,revised_needed,lawyerA_corrected_tiebreak,"Özet: ""Borcun konusunu oluşturan şey, koşulun gerçekleşmesinden önce kendisine verilen alacaklı, koşul gerçekleşirse, koşulun gerçekleşmesine kadar elde ettiği yararların sahibi olur. Koşul gerçekleşmezse alacaklı, elde ettiği yararları geri vermekle yükümlüdür."" [Kaynak: TBK m.172]",1,
22,369f5e7c55119ffe,,,,api-gateway/src/data_pipeline/fixtures/tbk_detail.html,madde:556:tpl:1,train_pending_review,,,,,TBK m.556'e göre temel kural nedir?,"[Kaynak: TBK m.556] Başlık: I. Havale eden ile havale alıcısı arasındaki ilişki / Havale, havale edenin havale alıcısına olan borcunun
ifası amacıyla yapılıyorsa, bu borç ancak havale ödeyicisinin borcu ifa etmesiyle sona erer. Havaleyi kabul etmiş olan havale alıcısı, havale ödeyicisine başvurarak havalede belirlenen süre içinde alacağını elde edememişse, bu alacağı, havale edene karşı yeniden ileri sürebilir. Alacaklı olan havale alıcısı, havaleyi kabul etmek istemezse, durumu borçlu olan havale edene gecikmeksizin bildirmek zorundadır; bildirmezse bundan doğan zararı gidermekle yükümlü olur. II. Havale ödeyicisinin borcu","TBK m.556 metnine göre: ""ifası amacıyla yapılıyorsa, bu borç ancak havale ödeyicisinin borcu ifa etmesiyle sona erer."" [Kaynak: TBK m.556]",REVISE,,"TBK m.556 metnine göre: ""Havale, havale edenin havale alıcısına olan borcunun ifası amacıyla yapılıyorsa, bu borç ancak havale ödeyicisinin borcu ifa etmesiyle sona erer. Havaleyi kabul etmiş olan havale alıcısı, havale ödeyicisine başvurarak havalede belirlenen süre içinde alacağını elde edememişse, bu alacağı, havale edene karşı yeniden ileri sürebilir. Alacaklı olan havale alıcısı, havaleyi kabul etmek istemezse, durumu borçlu olan havale edene gecikmeksizin bildirmek zorundadır; bildirmezse bundan doğan zararı gidermekle yükümlü olur."" [Kaynak: TBK m.556]",,REVISE,,"TBK m.556 metnine göre: ""Havale, havale edenin havale alıcısına olan borcunun ifası amacıyla yapılıyorsa, bu borç ancak havale ödeyicisinin borcu ifa etmesiyle sona erer. Havaleyi kabul etmiş olan havale alıcısı, havale ödeyicisine başvurarak havalede belirlenen süre içinde alacağını elde edememişse, bu alacağı, havale edene karşı yeniden ileri sürebilir. Alacaklı olan havale alıcısı, havaleyi kabul etmek istemezse, durumu borçlu olan havale edene gecikmeksizin bildirmek zorundadır; bildirmezse bundan doğan zararı gidermekle yükümlü olur."" [Kaynak: TBK m.556]",,REVISE+REVISE,0,revised_needed,both_corrected_identical,"TBK m.556 metnine göre: ""Havale, havale edenin havale alıcısına olan borcunun ifası amacıyla yapılıyorsa, bu borç ancak havale ödeyicisinin borcu ifa etmesiyle sona erer. Havaleyi kabul etmiş olan havale alıcısı, havale ödeyicisine başvurarak havalede belirlenen süre içinde alacağını elde edememişse, bu alacağı, havale edene karşı yeniden ileri sürebilir. Alacaklı olan havale alıcısı, havaleyi kabul etmek istemezse, durumu borçlu olan havale edene gecikmeksizin bildirmek zorundadır; bildirmezse bundan doğan zararı gidermekle yükümlü olur."" [Kaynak: TBK m.556]",1,
